dataset_id,view,label,count
john_2328,excluded,EXERCISE,2
john_2328,excluded,EXPECTANCY,2
john_2328,excluded,EXPENSES,4
john_2328,excluded,EXPENSIVE,2
john_2328,excluded,EXPERIENCE,2
john_2328,excluded,EXPLOSION,2
john_2328,excluded,EXPRESS,3
john_2328,excluded,EXTINCT,2
john_2328,excluded,EXTRA,3
john_2328,excluded,FACE,3
john_2328,excluded,FACTS,2
john_2328,excluded,FAILURE,3
john_2328,excluded,FALL,2
john_2328,excluded,FALLING,2
john_2328,excluded,FANS,2
john_2328,excluded,FAST,4
john_2328,excluded,FASTER,2
john_2328,excluded,FAVORITE,2
john_2328,excluded,FAVOURITE,2
john_2328,excluded,FAX,2
john_2328,excluded,FEBRUARY,2
john_2328,excluded,FEEL,2
john_2328,excluded,FEELING,4
john_2328,excluded,FELL,2
john_2328,excluded,FEW,3
john_2328,excluded,FIELD,2
john_2328,excluded,FIGURE,2
john_2328,excluded,FILE,2
john_2328,excluded,FIND,5
john_2328,excluded,FINE,2
john_2328,excluded,FINER,2
john_2328,excluded,FINGERS,4
john_2328,excluded,FIRE,2
john_2328,excluded,FIRST,2
john_2328,excluded,FISH,2
john_2328,excluded,FIT,2
john_2328,excluded,FIVE,2
john_2328,excluded,FLASHING,2
john_2328,excluded,FLAT,2
john_2328,excluded,FLAVORED,3
john_2328,excluded,FLYING,3
john_2328,excluded,FOG,2
john_2328,excluded,FOLDS,2
john_2328,excluded,FOLLOW,2
john_2328,excluded,FOOD,2
john_2328,excluded,FOOTBALL,2
john_2328,excluded,FOR,4
john_2328,excluded,FORCE,3
john_2328,excluded,FOREST,2
john_2328,excluded,FOREVER,2
john_2328,excluded,FORWARD,2
john_2328,excluded,FOUND,3
john_2328,excluded,FOUR,3
john_2328,excluded,FOURTH,2
john_2328,excluded,FOX,2
john_2328,excluded,FREE,3
john_2328,excluded,FREQUENTLY,2
john_2328,excluded,FREUD,2
john_2328,excluded,FRIEND,2
john_2328,excluded,FRIENDLY,2
john_2328,excluded,FROM,5
john_2328,excluded,FRONT,2
john_2328,excluded,FUDGE,2
john_2328,excluded,FUEL,3
john_2328,excluded,FULL,2
john_2328,excluded,FULLY,2
john_2328,excluded,FUN,2
john_2328,excluded,FUTILE,2
john_2328,excluded,GALLERY,2
john_2328,excluded,GAMBLERS,2
john_2328,excluded,GAME,2
john_2328,excluded,GAP,3
john_2328,excluded,GARBAGE,2
john_2328,excluded,GAS,2
john_2328,excluded,GEL,2
john_2328,excluded,GENERATION,2
john_2328,excluded,GET,2
john_2328,excluded,GETS,4
john_2328,excluded,GETTING,2
john_2328,excluded,GIVE,2
john_2328,excluded,GIVES,2
john_2328,excluded,GLANCE,3
john_2328,excluded,GLASSES,4
john_2328,excluded,GO,3
john_2328,excluded,GOES,3
john_2328,excluded,GOING,3
john_2328,excluded,GOLDILOCKS,3
john_2328,excluded,GOLFERS,3
john_2328,excluded,GOOD,2
john_2328,excluded,GOSPEL,4
john_2328,excluded,GOT,2
john_2328,excluded,GOVERNMENT,3
john_2328,excluded,GOVERNMENTS,2
john_2328,excluded,GRANITE,2
john_2328,excluded,GREASY,2
john_2328,excluded,GREAT,3
john_2328,excluded,GROCERY,3
john_2328,excluded,GROW,2
john_2328,excluded,GROWING,2
john_2328,excluded,GUIDELINES,5
john_2328,excluded,GUN,2
john_2328,excluded,HAD,3
john_2328,excluded,HAIR,2
john_2328,excluded,HAMBURGER,2
john_2328,excluded,HAND,2
john_2328,excluded,HANDICAPPED,2
john_2328,excluded,HANDLE,2
john_2328,excluded,HANDLED,2
john_2328,excluded,HANDS,4
john_2328,excluded,HARD,4
john_2328,excluded,HARDEST,2
john_2328,excluded,HAS,2
john_2328,excluded,HATE,2
john_2328,excluded,HAVE,3
john_2328,excluded,HAVING,3
john_2328,excluded,HE,2
john_2328,excluded,HEAD,2
john_2328,excluded,HEALTHY,2
john_2328,excluded,HEAR,2
john_2328,excluded,HEAT,2
john_2328,excluded,HECK,2
john_2328,excluded,HELP,3
john_2328,excluded,HELPS,2
john_2328,excluded,HER,2
john_2328,excluded,HERE,2
john_2328,excluded,HEROIC,3
john_2328,excluded,HIGH,2
john_2328,excluded,HIGHER,2
john_2328,excluded,HIGHWAY,2
john_2328,excluded,HIM,2
john_2328,excluded,HIS,2
john_2328,excluded,HISTORIC,2
john_2328,excluded,HOLD,3
john_2328,excluded,HOLE,4
john_2328,excluded,HOME,3
john_2328,excluded,HONEST,2
john_2328,excluded,HOPES,2
john_2328,excluded,HORN,2
john_2328,excluded,HOUR,3
john_2328,excluded,HOURS,3
john_2328,excluded,HOUSE,2
john_2328,excluded,HOUSEKEEPER,2
john_2328,excluded,HOW,2
john_2328,excluded,I,2
john_2328,excluded,ICE,2
john_2328,excluded,IDEA,2
john_2328,excluded,IDES,2
john_2328,excluded,IDIOT,2
john_2328,excluded,IF,2
john_2328,excluded,IMAGINATION,2
john_2328,excluded,IMMEDIATELY,3
john_2328,excluded,IMPORTANT,2
john_2328,excluded,IN,2
john_2328,excluded,INCREASED,3
john_2328,excluded,INDEX,1
john_2328,excluded,INDICATION,2
john_2328,excluded,INEFFICIENT,2
john_2328,excluded,INFORMATION,2
john_2328,excluded,INJUSTICE,2
john_2328,excluded,INSPIRING,2
john_2328,excluded,INSULATION,2
john_2328,excluded,INSURANCE,2
john_2328,excluded,INTERACTIONS,2
john_2328,excluded,INTERESTING,2
john_2328,excluded,INTERFACE,2
john_2328,excluded,INVESTIGATE,2
john_2328,excluded,IRREGULAR,3
john_2328,excluded,IS,2
john_2328,excluded,IT,2
john_2328,excluded,JACKET,2
john_2328,excluded,JAMMED,2
john_2328,excluded,JEDI,2
john_2328,excluded,JEWELS,3
john_2328,excluded,JOB,2
john_2328,excluded,JOBS,2
john_2328,excluded,JOIN,2
john_2328,excluded,JOKE,2
john_2328,excluded,JONES,2
john_2328,excluded,JUDGES,3
john_2328,excluded,JUMPED,3
john_2328,excluded,JUMPING,3
john_2328,excluded,JUST,2
john_2328,excluded,JUSTICE,2
john_2328,excluded,KEEP,3
john_2328,excluded,KEEPS,3
john_2328,excluded,KIDS,2
john_2328,excluded,KILLER,3
john_2328,excluded,KING,2
john_2328,excluded,KISSING,2
john_2328,excluded,KNEE,2
john_2328,excluded,KNEES,2
john_2328,excluded,KNOCKING,2
john_2328,excluded,KNOW,2
john_2328,excluded,LABOUR,2
john_2328,excluded,LAGOON,2
john_2328,excluded,LAMB,2
john_2328,excluded,LAND,4
john_2328,excluded,LARGEST,2
john_2328,excluded,LASER,3
john_2328,excluded,LAST,2
john_2328,excluded,LATE,2
john_2328,excluded,LATER,2
john_2328,excluded,LAUGH,2
john_2328,excluded,LAUNDRY,3
john_2328,excluded,LAVATORY,4
john_2328,excluded,LEAP,2
john_2328,excluded,LEARN,3
john_2328,excluded,LEARNING,2
john_2328,excluded,LEATHER,2
john_2328,excluded,LEAVE,2
john_2328,excluded,LEAVING,2
john_2328,excluded,LEFT,2
john_2328,excluded,LENDER,2
john_2328,excluded,LENS,2
john_2328,excluded,LESSON,2
john_2328,excluded,LETTERS,2
john_2328,excluded,LEVEE,2
john_2328,excluded,LIAR,3
john_2328,excluded,LIBRARY,2
john_2328,excluded,LIE,2
john_2328,excluded,LIFE,4
john_2328,excluded,LIGHT,2
john_2328,excluded,LIKE,2
john_2328,excluded,LIMIT,2
john_2328,excluded,LIMITED,3
john_2328,excluded,LINE,3
john_2328,excluded,LISTEN,2
john_2328,excluded,LITTLE,4
john_2328,excluded,LIVING,2
john_2328,excluded,LOCATION,2
john_2328,excluded,LOCKED,2
john_2328,excluded,LONG,2
john_2328,excluded,LONGER,3
john_2328,excluded,LOOK,3
john_2328,excluded,LOOKS,3
john_2328,excluded,LOOSE,2
john_2328,excluded,LOOSES,3
john_2328,excluded,LOSERS,2
john_2328,excluded,LOST,2
john_2328,excluded,LOT,2
john_2328,excluded,LOTTERY,2
john_2328,excluded,LOUDLY,2
john_2328,excluded,LOVE,2
john_2328,excluded,LOVELY,3
john_2328,excluded,LOW,3
john_2328,excluded,LUCKILY,2
john_2328,excluded,LUNCH,2
john_2328,excluded,LYDIA,2
john_2328,excluded,MACHINE,2
john_2328,excluded,MACHINERY,2
john_2328,excluded,MADE,2
john_2328,excluded,MAIL,2
john_2328,excluded,MAJESTY,2
john_2328,excluded,MAKE,2
john_2328,excluded,MAKES,3
john_2328,excluded,MAKEUP,2
john_2328,excluded,MAN,2
john_2328,excluded,MANY,2
john_2328,excluded,MARCH,2
john_2328,excluded,MARY,2
john_2328,excluded,MASK,2
john_2328,excluded,MATERNITY,2
john_2328,excluded,MAXIMUM,3
john_2328,excluded,ME,3
john_2328,excluded,MEANS,2
john_2328,excluded,MEDIEVAL,2
john_2328,excluded,MEET,2
john_2328,excluded,MEETING,2
john_2328,excluded,MEN,3
john_2328,excluded,MERGER,3
john_2328,excluded,MET,2
john_2328,excluded,METER,2
john_2328,excluded,MICE,2
john_2328,excluded,MICROSCOPES,2
john_2328,excluded,MIDNIGHT,2
john_2328,excluded,MIGHT,2
john_2328,excluded,MIGHTIER,2
john_2328,excluded,MIND,2
john_2328,excluded,MINE,2
john_2328,excluded,MINIMUM,2
john_2328,excluded,MINUTE,3
john_2328,excluded,MISSED,2
john_2328,excluded,MISSION,2
john_2328,excluded,MIX,2
john_2328,excluded,MODERATION,2
john_2328,excluded,MOM,2
john_2328,excluded,MONITORED,3
john_2328,excluded,MONKEY,2
john_2328,excluded,MONTH,2
john_2328,excluded,MONTHLY,2
john_2328,excluded,MONTHS,3
john_2328,excluded,MORE,2
john_2328,excluded,MORTGAGE,3
john_2328,excluded,MOST,3
john_2328,excluded,MOTHER,2
john_2328,excluded,MOTIVATIONAL,3
john_2328,excluded,MOVIE,2
john_2328,excluded,MUCH,2
john_2328,excluded,MURDER,2
john_2328,excluded,MUSIC,2
john_2328,excluded,MUST,2
john_2328,excluded,MY,2
john_2328,excluded,MYSTERY,3
john_2328,excluded,NASTY,2
john_2328,excluded,NATION,3
john_2328,excluded,NATIONS,2
john_2328,excluded,NEAR,3
john_2328,excluded,NEARBY,2
john_2328,excluded,NEED,3
john_2328,excluded,NEEDED,2
john_2328,excluded,NEEDS,2
john_2328,excluded,NEITHER,2
john_2328,excluded,NERVOUS,3
john_2328,excluded,NEVER,2
john_2328,excluded,NEW,3
john_2328,excluded,NEWS,2
john_2328,excluded,NICE,2
john_2328,excluded,NIGHT,2
john_2328,excluded,NO,2
john_2328,excluded,NOBODY,3
john_2328,excluded,NON,3
john_2328,excluded,NOON,3
john_2328,excluded,NOR,4
john_2328,excluded,NOSE,2
john_2328,excluded,NOT,3
john_2328,excluded,NOTE,3
john_2328,excluded,NOTHING,2
john_2328,excluded,NOW,3
john_2328,excluded,NUMBER,2
john_2328,excluded,NUTTY,3
john_2328,excluded,OBEY,5
john_2328,excluded,OBJECTIVE,2
john_2328,excluded,OBJECTS,2
john_2328,excluded,OBLIGATIONS,3
john_2328,excluded,OBSERVATION,2
john_2328,excluded,OCCASIONAL,2
john_2328,excluded,OCCUR,2
john_2328,excluded,OCEANS,2
john_2328,excluded,ODD,3
john_2328,excluded,OF,3
john_2328,excluded,OFF,2
john_2328,excluded,OFFENDERS,2
john_2328,excluded,OFFENDS,2
john_2328,excluded,OFFENSIVE,2
john_2328,excluded,OFFER,2
john_2328,excluded,OIL,2
john_2328,excluded,OK,3
john_2328,excluded,OLD,2
john_2328,excluded,OLYMPIC,3
john_2328,excluded,ON,2
john_2328,excluded,ONE,4
john_2328,excluded,ONLY,2
john_2328,excluded,OPERA,2
john_2328,excluded,OPPOSING,2
john_2328,excluded,OR,2
john_2328,excluded,ORDER,2
john_2328,excluded,ORDERED,2
john_2328,excluded,ORGANIZATION,2
john_2328,excluded,ORGANIZE,2
john_2328,excluded,OUR,3
john_2328,excluded,OUT,3
john_2328,excluded,OVER,3
john_2328,excluded,OVERDRAWN,3
john_2328,excluded,OWNED,2
john_2328,excluded,PAID,2
john_2328,excluded,PAINTINGS,2
john_2328,excluded,PANEL,5
john_2328,excluded,PARK,2
john_2328,excluded,PARKING,2
john_2328,excluded,PARKWAYS,2
john_2328,excluded,PARTIES,4
john_2328,excluded,PARTS,2
john_2328,excluded,PARTY,2
john_2328,excluded,PATIO,3
john_2328,excluded,PAY,2
john_2328,excluded,PEANUTS,2
john_2328,excluded,PEEK,3
john_2328,excluded,PEERING,2
john_2328,excluded,PEN,3
john_2328,excluded,PENALTY,3
john_2328,excluded,PEOPLE,2
john_2328,excluded,PERIOD,1
john_2328,excluded,PERSISTENT,2
john_2328,excluded,PERSON,2
john_2328,excluded,PERSONAL,2
john_2328,excluded,PERSONS,2
john_2328,excluded,PHENOMENON,2
john_2328,excluded,PHOTOGRAPHS,3
john_2328,excluded,PHRASES,4
john_2328,excluded,PHYSICS,2
john_2328,excluded,PICKET,2
john_2328,excluded,PICTURE,2
john_2328,excluded,PIES,2
john_2328,excluded,PIG,2
john_2328,excluded,PILE,3
john_2328,excluded,PIMP,2
john_2328,excluded,PIZZA,3
john_2328,excluded,PLACE,2
john_2328,excluded,PLAY,2
john_2328,excluded,PLAYED,3
john_2328,excluded,PLAYERS,2
john_2328,excluded,PLAYING,2
john_2328,excluded,PLEASANT,2
john_2328,excluded,PLEASE,2
john_2328,excluded,PLUG,4
john_2328,excluded,POISONOUS,3
john_2328,excluded,POLITICAL,2
john_2328,excluded,POLITICS,2
john_2328,excluded,POOREST,2
john_2328,excluded,POPULARITY,3
john_2328,excluded,POPULATION,3
john_2328,excluded,POSTAL,2
john_2328,excluded,POWDER,2
john_2328,excluded,POWER,3
john_2328,excluded,PRAYER,2
john_2328,excluded,PRECAUTIONS,2
john_2328,excluded,PREDICTABLE,2
john_2328,excluded,PREFER,2
john_2328,excluded,PREFERRED,2
john_2328,excluded,PREPARE,2
john_2328,excluded,PRESCRIPTION,2
john_2328,excluded,PRESENCE,2
john_2328,excluded,PRESENTATION,3
john_2328,excluded,PRESIDENTIAL,2
john_2328,excluded,PRESIDENTS,2
john_2328,excluded,PREVAILING,2
john_2328,excluded,PRICE,2
john_2328,excluded,PRINTER,4
john_2328,excluded,PRIORITIES,2
john_2328,excluded,PRIORITY,2
john_2328,excluded,PRISON,4
john_2328,excluded,PRIZE,2
john_2328,excluded,PROBLEM,2
john_2328,excluded,PROBLEMS,2
john_2328,excluded,PROFESSOR,2
john_2328,excluded,PROFIT,2
john_2328,excluded,PROPOSAL,2
john_2328,excluded,PROPRIETOR,3
john_2328,excluded,PROTECT,2
john_2328,excluded,PROTESTERS,2
john_2328,excluded,PROVIDE,2
john_2328,excluded,PROVIDED,2
john_2328,excluded,PROVINCES,2
john_2328,excluded,PSYCHIATRIST,2
john_2328,excluded,PSYCHOLOGY,2
john_2328,excluded,PUBLIC,2
john_2328,excluded,PUBLISHED,2
john_2328,excluded,PUMPING,2
john_2328,excluded,PUNISHMENT,2
john_2328,excluded,PUT,2
john_2328,excluded,QUACKS,2
john_2328,excluded,QUAKES,2
john_2328,excluded,QUARTER,3
john_2328,excluded,QUESTION,2
john_2328,excluded,QUESTIONING,2
john_2328,excluded,QUESTIONS,5
john_2328,excluded,QUICK,2
john_2328,excluded,QUICKLY,2
john_2328,excluded,QUIT,2
john_2328,excluded,QUITE,2
john_2328,excluded,QUOTA,2
john_2328,excluded,RACE,3
john_2328,excluded,RACKETBALL,4
john_2328,excluded,RAGED,2
john_2328,excluded,RAIN,2
john_2328,excluded,RAINDROPS,2
john_2328,excluded,RAISE,3
john_2328,excluded,RAPIDLY,4
john_2328,excluded,RATIONALE,2
john_2328,excluded,RATTLE,2
john_2328,excluded,REACH,3
john_2328,excluded,READING,3
john_2328,excluded,REALLY,2
john_2328,excluded,RECEIPTS,2
john_2328,excluded,RECRUITMENT,2
john_2328,excluded,RECTANGULAR,2
john_2328,excluded,RECYCLING,2
john_2328,excluded,RED,4
john_2328,excluded,REDOUBLE,2
john_2328,excluded,REDRESS,2
john_2328,excluded,REFERENDUM,2
john_2328,excluded,REFUSE,2
john_2328,excluded,REGISTERED,2
john_2328,excluded,REGISTRATION,2
john_2328,excluded,REJECTION,3
john_2328,excluded,RELATIONS,2
john_2328,excluded,RELIGION,3
john_2328,excluded,RELUCTANT,2
john_2328,excluded,RENT,5
john_2328,excluded,REQUIRE,2
john_2328,excluded,REQUIRES,3
john_2328,excluded,RESPONSE,2
john_2328,excluded,RESTAURANT,3
john_2328,excluded,RESULT,2
john_2328,excluded,RESULTS,2
john_2328,excluded,RETURN,2
john_2328,excluded,RICH,2
john_2328,excluded,RID,4
